t_session_sec,abs_ts,phase_rec,trial_idx_rec,attention_rec,attention_pct_rec,attention_window_open_rec,theta_power_rec,smr_power_rec,beta1_power_rec
42.4729,1785919058.890052,B,3,0.1684,0.1133,0,0.3861,0.5558,0.3034
42.5529,1785919058.969827,B,3,0.1479,0.1000,0,0.3954,0.5016,0.3020
42.6300,1785919059.046863,B,3,0.1505,0.1567,0,0.3582,0.5763,0.3135
42.7088,1785919059.125735,B,3,0.1354,0.1000,0,0.3988,0.5137,0.2914
42.7860,1785919059.202943,B,3,0.1247,0.1000,0,0.3981,0.5031,0.2837
42.8650,1785919059.281900,B,3,0.1083,0.0700,0,0.4252,0.4645,0.2715
42.9430,1785919059.359850,B,3,0.0898,0.0467,0,0.4412,0.4413,0.2463
43.0231,1785919059.439940,B,3,0.0939,0.1033,0,0.4105,0.5116,0.2847
43.1001,1785919059.517056,B,3,0.0967,0.1033,0,0.4076,0.4764,0.2797
43.1791,1785919059.596045,B,3,0.0967,0.0967,0,0.4136,0.4733,0.2809
43.2585,1785919059.675440,B,3,0.0777,0.0333,0,0.4484,0.4070,0.2405
43.3381,1785919059.755088,B,3,0.0774,0.0767,0,0.4358,0.4386,0.2576
43.4159,1785919059.832782,B,3,0.1002,0.1533,0,0.3820,0.5378,0.3002
43.4949,1785919059.912038,B,3,0.1061,0.1200,0,0.4038,0.4866,0.2823
43.5738,1785919059.990710,B,3,0.0853,0.0367,0,0.4459,0.4042,0.2443
43.6501,1785919060.066998,B,3,0.0677,0.0267,0,0.4536,0.3898,0.2284
43.7301,1785919060.147037,B,3,0.0534,0.0200,0,0.4575,0.3771,0.2287
43.8074,1785919060.224268,B,3,0.0644,0.0900,0,0.4363,0.4729,0.2588
43.8863,1785919060.303246,B,3,0.0821,0.1233,0,0.4131,0.4950,0.2852
43.9643,1785919060.381235,B,3,0.0854,0.0933,0,0.4298,0.4353,0.2509
44.0437,1785919060.460679,B,3,0.1048,0.1500,0,0.4019,0.5356,0.2927
44.1231,1785919060.539990,B,3,0.0964,0.0767,0,0.4351,0.4226,0.2451
44.2031,1785919060.619989,B,3,0.1185,0.1700,0,0.3885,0.5171,0.2998
44.2807,1785919060.697638,B,3,0.1279,0.1500,0,0.4002,0.5038,0.2876
44.3587,1785919060.775585,B,3,0.1205,0.1033,0,0.4230,0.4621,0.2702
44.4361,1785919060.853089,B,3,0.1284,0.1467,0,0.4067,0.4985,0.2895
44.5161,1785919060.933300,B,3,0.1419,0.1733,0,0.3907,0.5261,0.2951
44.5943,1785919061.011195,B,3,0.1623,0.2100,0,0.3824,0.5692,0.3117
44.6733,1785919061.090151,B,3,0.1806,0.2233,0,0.3707,0.5722,0.3146
44.7519,1785919061.168808,B,3,0.2024,0.2533,0,0.3572,0.5762,0.3358
44.8302,1785919061.247108,B,3,0.1807,0.1300,0,0.4148,0.4945,0.2850
44.9075,1785919061.324469,B,3,0.1785,0.1733,0,0.3948,0.5134,0.2924
44.9866,1785919061.403490,B,3,0.1749,0.1667,0,0.3928,0.4814,0.2760
45.0656,1785919061.482554,B,3,0.1895,0.2233,0,0.3791,0.5408,0.3135
45.1446,1785919061.561532,B,3,0.1896,0.1900,0,0.3888,0.5269,0.2917
45.2234,1785919061.640265,B,3,0.1737,0.1367,0,0.4099,0.4689,0.2818
45.3182,1785919061.735252,A,4,0.2046,0.2767,0,0.3565,0.5840,0.3349
45.3969,1785919061.813980,A,4,0.2092,0.2200,0,0.3851,0.5650,0.3013
45.4747,1785919061.891743,A,4,0.2635,0.3900,0,0.3221,0.6849,0.3857
45.5552,1785919061.972060,A,4,0.2674,0.2767,0,0.3581,0.5733,0.3309
45.6351,1785919062.052263,A,4,0.2732,0.2867,0,0.3539,0.5739,0.3368
45.7134,1785919062.130378,A,4,0.2552,0.2133,0,0.3837,0.5267,0.3100
45.7913,1785919062.208132,A,4,0.2697,0.3033,0,0.3492,0.6076,0.3302
45.8715,1785919062.288664,A,4,0.2668,0.2600,0,0.3697,0.5915,0.3173
45.9492,1785919062.366713,A,4,0.3137,0.4233,0,0.3140,0.6947,0.3746
46.0279,1785919062.444751,A,4,0.3306,0.3700,0,0.3312,0.6633,0.3597
46.1068,1785919062.523777,A,4,0.3264,0.3167,0,0.3486,0.6284,0.3440
46.1867,1785919062.603864,A,4,0.3135,0.2833,0,0.3616,0.5940,0.3304
46.2644,1785919062.681475,A,4,0.3265,0.3567,0,0.3356,0.6380,0.3532
46.3432,1785919062.760564,A,4,0.3185,0.3000,0,0.3556,0.5961,0.3480
46.4210,1785919062.838096,A,4,0.3870,0.5467,0,0.2905,0.7446,0.4157
46.5009,1785919062.917804,A,4,0.3389,0.2267,0,0.3831,0.5484,0.3030
46.5790,1785919062.996034,A,4,0.3702,0.4433,0,0.3185,0.7062,0.3781
46.6570,1785919063.074141,A,4,0.3751,0.3867,0,0.3300,0.6376,0.3514
46.7369,1785919063.153762,A,4,0.3596,0.3233,0,0.3532,0.6232,0.3587
46.8151,1785919063.232195,A,4,0.3277,0.2533,0,0.3750,0.5718,0.3262
46.8951,1785919063.312330,A,4,0.3264,0.3233,0,0.3510,0.6111,0.3422
46.9732,1785919063.390338,A,4,0.3195,0.3033,0,0.3575,0.6097,0.3318
47.0511,1785919063.468189,A,4,0.2986,0.2500,0,0.3751,0.5659,0.3192
47.1304,1785919063.547352,A,4,0.3010,0.3067,0,0.3539,0.5795,0.3256
47.2083,1785919063.625735,A,4,0.2667,0.1867,0,0.3969,0.5204,0.3009
47.2884,1785919063.705699,A,4,0.2867,0.3333,0,0.3497,0.6021,0.3343
47.3673,1785919063.784107,A,4,0.2847,0.2800,0,0.3645,0.5811,0.3199
47.4465,1785919063.863837,A,4,0.3083,0.3633,0,0.3422,0.6116,0.3327
47.5252,1785919063.942039,A,4,0.2778,0.2067,0,0.3899,0.5329,0.3043
47.6043,1785919064.021457,A,4,0.2705,0.2533,0,0.3744,0.5404,0.3058
47.6822,1785919064.099315,A,4,0.2433,0.1800,0,0.3987,0.5297,0.3024
47.7603,1785919064.177571,A,4,0.2193,0.1633,0,0.4025,0.4978,0.2853
47.8384,1785919064.255317,A,4,0.2035,0.1667,0,0.4002,0.5032,0.2858
47.9175,1785919064.334449,A,4,0.2165,0.2467,0,0.3793,0.5294,0.3097
47.9965,1785919064.413354,A,4,0.2175,0.2200,0,0.3855,0.5254,0.2909
48.0734,1785919064.490608,A,4,0.2433,0.3033,0,0.3639,0.5768,0.3148
48.1525,1785919064.569467,A,4,0.2063,0.1200,0,0.4178,0.4819,0.2856
48.2304,1785919064.647397,A,4,0.2704,0.4200,0,0.3378,0.6266,0.3570
48.3081,1785919064.724985,A,4,0.2463,0.1900,0,0.3946,0.4926,0.2864
48.3884,1785919064.805746,A,4,0.2264,0.1800,0,0.3966,0.5014,0.2787
48.4676,1785919064.884993,A,4,0.2235,0.2167,0,0.3902,0.5290,0.2936
48.5464,1785919064.963540,A,4,0.2354,0.2633,0,0.3771,0.5213,0.3009
48.6243,1785919065.041168,A,4,0.2628,0.3267,0,0.3650,0.5821,0.3241
48.7022,1785919065.119194,A,4,0.2960,0.3733,0,0.3529,0.6058,0.3322
48.7822,1785919065.199348,A,4,0.2702,0.2100,0,0.3897,0.5061,0.2965
48.8598,1785919065.276756,A,4,0.2521,0.2100,0,0.3915,0.5097,0.2904
48.9379,1785919065.355103,A,4,0.2595,0.2767,0,0.3802,0.5561,0.3031
49.0169,1785919065.433762,A,4,0.2766,0.3167,0,0.3697,0.5638,0.3154
49.0929,1785919065.510119,A,4,0.3226,0.4300,0,0.3377,0.6290,0.3384
49.1720,1785919065.588939,A,4,0.3569,0.4367,0,0.3344,0.6348,0.3462
49.2511,1785919065.668273,A,4,0.3628,0.3767,0,0.3535,0.6150,0.3290
49.3291,1785919065.746449,A,4,0.3560,0.3400,0,0.3619,0.5894,0.3260
49.4081,1785919065.824975,A,4,0.4082,0.5300,0,0.3073,0.6847,0.3822
49.4862,1785919065.903250,A,4,0.4397,0.5133,0,0.3160,0.6963,0.3819
49.5650,1785919065.982092,A,4,0.4888,0.6033,0,0.2901,0.7843,0.4205
49.6444,1785919066.061218,A,4,0.5282,0.6200,0,0.2831,0.7868,0.4213
49.7224,1785919066.139292,A,4,0.5377,0.5600,0,0.2985,0.7391,0.4069
49.8024,1785919066.219586,A,4,0.5434,0.5567,0,0.2996,0.7504,0.3985
49.8824,1785919066.299278,A,4,0.5494,0.5633,0,0.2960,0.7361,0.4020
49.9594,1785919066.376518,A,4,0.5236,0.4633,0,0.3243,0.6771,0.3775
50.0375,1785919066.455189,A,4,0.5345,0.5600,0,0.2955,0.7363,0.3984
50.1161,1785919066.533202,A,4,0.5661,0.6400,0,0.2715,0.8052,0.4265
50.1957,1785919066.612776,A,4,0.6183,0.7400,0,0.2370,0.9385,0.4969
50.2744,1785919066.691608,A,4,0.6348,0.6733,0,0.2602,0.8709,0.4565
50.3676,1785919066.784822,B,4,0.6374,0.6433,0,0.2693,0.8205,0.4551
50.4482,1785919066.865116,B,4,0.7122,0.8867,1,0.2045,1.0632,0.5501
50.5260,1785919066.942939,B,4,0.7265,0.7600,1,0.2327,0.9473,0.5064
50.6062,1785919067.023123,B,4,0.6966,0.6267,0,0.2714,0.8415,0.4346
50.6834,1785919067.100325,B,4,0.6906,0.6767,0,0.2578,0.8890,0.4698
50.7627,1785919067.179673,B,4,0.7124,0.7633,1,0.2277,0.9426,0.4922
50.8402,1785919067.257059,B,4,0.7277,0.7633,1,0.2338,0.9505,0.5240
50.9037,1785919067.320561,B,4,0.7334,0.7467,1,0.2338,0.9636,0.5015
50.9814,1785919067.398278,B,4,0.7424,0.7633,1,0.2269,0.9373,0.4981
51.0596,1785919067.476705,B,4,0.7667,0.8233,1,0.2228,0.9954,0.5353
51.1373,1785919067.554214,B,4,0.7957,0.8633,1,0.2093,1.0281,0.5376
51.2143,1785919067.631198,B,4,0.8350,0.9267,1,0.1759,1.1243,0.5980
51.2923,1785919067.709151,B,4,0.8615,0.9233,1,0.1819,1.1418,0.6051
51.3713,1785919067.788157,B,4,0.8680,0.8833,1,0.2035,1.0884,0.5547
51.4493,1785919067.866179,B,4,0.8896,0.9400,1,0.1734,1.1545,0.6084
51.5263,1785919067.943167,B,4,0.8677,0.8167,1,0.2124,1.0149,0.5185
51.6053,1785919068.022151,B,4,0.8824,0.9167,1,0.1820,1.1524,0.5949
51.6833,1785919068.100185,B,4,0.9137,0.9867,1,0.1590,1.2957,0.6672
51.7613,1785919068.178204,B,4,0.9086,0.8967,1,0.1877,1.1198,0.5784
51.8383,1785919068.255171,B,4,0.9120,0.9200,1,0.1802,1.1477,0.6108
51.9173,1785919068.334208,B,4,0.9124,0.9133,1,0.1846,1.1598,0.6118
51.9954,1785919068.412277,B,4,0.9097,0.9033,1,0.1848,1.1605,0.5969
52.0747,1785919068.491799,B,4,0.9348,0.9933,1,0.1576,1.3216,0.6680
52.1547,1785919068.571807,B,4,0.9173,0.8767,1,0.1920,1.0997,0.5745
52.2327,1785919068.649579,B,4,0.8711,0.7633,1,0.2221,0.9814,0.5183
52.3087,1785919068.725556,B,4,0.8738,0.8800,1,0.1937,1.1293,0.5975
52.3882,1785919068.805060,B,4,0.8927,0.9367,1,0.1731,1.1922,0.6172
52.4662,1785919068.883046,B,4,0.8819,0.8567,1,0.1969,1.1139,0.5601
52.5462,1785919068.963055,B,4,0.8743,0.8567,1,0.1987,1.1012,0.5761
52.6243,1785919069.041154,B,4,0.8690,0.8567,1,0.1930,1.0774,0.5667
52.7042,1785919069.121144,B,4,0.8873,0.9300,1,0.1755,1.1652,0.6251
52.7821,1785919069.199014,B,4,0.8921,0.9033,1,0.1827,1.1702,0.6036
52.8621,1785919069.279035,B,4,0.8895,0.8833,1,0.1825,1.1488,0.5876
52.9391,1785919069.356183,B,4,0.8656,0.8100,1,0.2093,1.0758,0.5589
53.0166,1785919069.433509,B,4,0.8689,0.8767,1,0.1859,1.1468,0.5939
53.0950,1785919069.512173,B,4,0.8553,0.8233,1,0.1991,1.0797,0.5496
53.1742,1785919069.591234,B,4,0.8367,0.7933,1,0.2039,1.0248,0.5503
53.2533,1785919069.670202,B,4,0.8207,0.7833,1,0.2105,1.0480,0.5496
53.3329,1785919069.749797,B,4,0.8215,0.8233,1,0.1959,1.0497,0.5544
53.4114,1785919069.828507,B,4,0.8150,0.8000,1,0.1996,1.0342,0.5348
53.4897,1785919069.906555,B,4,0.8035,0.7767,1,0.2101,1.0402,0.5554
53.5693,1785919069.986237,B,4,0.7565,0.6467,1,0.2334,0.9553,0.5111
53.6495,1785919070.066341,B,4,0.7275,0.6600,1,0.2308,0.9611,0.5079
53.7290,1785919070.145861,B,4,0.7403,0.7700,1,0.2067,1.0310,0.5312
53.8070,1785919070.223935,B,4,0.7632,0.8167,1,0.2004,1.0627,0.5573
53.8871,1785919070.303992,B,4,0.7522,0.7267,1,0.2171,1.0223,0.5372
53.9653,1785919070.382257,B,4,0.7416,0.7167,1,0.2138,0.9972,0.5216
54.0447,1785919070.461787,B,4,0.7381,0.7300,1,0.2163,1.0416,0.5356
54.1218,1785919070.538959,B,4,0.7317,0.7167,1,0.2183,1.0239,0.5324
54.1998,1785919070.616719,B,4,0.7112,0.6633,1,0.2239,0.9743,0.5069
54.2782,1785919070.695083,B,4,0.6778,0.6000,0,0.2359,0.9631,0.5077
54.3562,1785919070.773110,B,4,0.7265,0.8400,1,0.1947,1.1124,0.5553
54.4352,1785919070.852054,B,4,0.6805,0.5733,0,0.2347,0.9224,0.4868
54.5142,1785919070.931120,B,4,0.7244,0.8267,1,0.1917,1.0752,0.5397
54.5914,1785919071.008365,B,4,0.6821,0.5833,0,0.2387,0.9761,0.5055
54.6701,1785919071.087087,B,4,0.7104,0.7767,1,0.2027,1.0413,0.5361
54.7495,1785919071.166459,B,4,0.7233,0.7533,1,0.2101,1.0341,0.5426
54.8283,1785919071.245194,B,4,0.6733,0.5567,0,0.2417,0.9195,0.4955
54.9071,1785919071.324060,B,4,0.6793,0.6933,0,0.2196,1.0202,0.5322
54.9836,1785919071.400567,B,4,0.6895,0.7133,0,0.2143,1.0235,0.5276
55.0631,1785919071.480021,B,4,0.7017,0.7300,1,0.2075,0.9963,0.5338
55.1422,1785919071.559056,B,4,0.6992,0.6933,0,0.2177,1.0103,0.5359
55.2177,1785919071.634563,B,4,0.6824,0.6433,0,0.2276,0.9852,0.5249
55.2972,1785919071.714128,B,4,0.7257,0.8267,1,0.1988,1.1023,0.5653
55.3764,1785919071.793304,B,4,0.7320,0.7467,1,0.2124,1.0554,0.5408
55.4544,1785919071.871342,B,4,0.7384,0.7533,1,0.2086,1.0099,0.5565
55.5335,1785919071.950346,B,4,0.7239,0.6900,1,0.2164,1.0098,0.5401
55.6125,1785919072.029346,B,4,0.7967,0.9667,1,0.1666,1.2456,0.6572
55.6917,1785919072.108622,B,4,0.8267,0.8967,1,0.1871,1.1843,0.6152
55.7698,1785919072.186697,B,4,0.8087,0.7667,1,0.2080,1.0617,0.5530
55.8499,1785919072.266755,B,4,0.8251,0.8633,1,0.1860,1.1314,0.5838
55.9278,1785919072.344712,B,4,0.7566,0.5967,1,0.2266,0.9732,0.5116
56.0080,1785919072.424862,B,4,0.7676,0.7933,1,0.2036,1.0789,0.5635
56.0880,1785919072.504880,B,4,0.7853,0.8267,1,0.1956,1.0838,0.5725
56.1662,1785919072.583426,B,4,0.8067,0.8567,1,0.1899,1.1390,0.5907
56.2451,1785919072.662015,B,4,0.8487,0.9467,1,0.1712,1.2549,0.6459
56.3232,1785919072.740090,B,4,0.8471,0.8433,1,0.1922,1.1217,0.5936
56.4022,1785919072.819137,B,4,0.8510,0.8600,1,0.1841,1.1420,0.5811
56.4792,1785919072.896146,B,4,0.8567,0.8700,1,0.1839,1.1576,0.5890
56.5587,1785919072.975607,B,4,0.8027,0.6767,1,0.2103,1.0346,0.5244
56.6367,1785919073.053608,B,4,0.8199,0.8600,1,0.1872,1.1425,0.5987
56.7149,1785919073.131799,B,4,0.8659,0.9733,1,0.1607,1.2690,0.6537
56.7943,1785919073.211154,B,4,0.8911,0.9500,1,0.1647,1.2231,0.6481
56.8733,1785919073.290334,B,4,0.8708,0.8233,1,0.1919,1.1148,0.5849
56.9503,1785919073.367241,B,4,0.8906,0.9367,1,0.1657,1.2381,0.6226
57.0301,1785919073.447053,B,4,0.9024,0.9300,1,0.1704,1.2363,0.6265
57.1094,1785919073.526288,B,4,0.8557,0.7467,1,0.2055,1.0840,0.5630
57.1882,1785919073.605460,B,4,0.8450,0.8200,1,0.1874,1.1182,0.5727
57.2650,1785919073.681917,B,4,0.8195,0.7600,1,0.1965,1.0606,0.5564
57.3429,1785919073.759806,B,4,0.7546,0.6033,1,0.2183,1.0071,0.5290
57.4230,1785919073.839886,B,4,0.7682,0.8000,1,0.1928,1.1066,0.5680
57.5009,1785919073.917792,B,4,0.7778,0.8000,1,0.1926,1.1143,0.5664
57.5809,1785919073.997756,B,4,0.7184,0.5800,1,0.2217,0.9901,0.5117
57.6592,1785919074.076185,B,4,0.6729,0.5667,0,0.2222,0.9739,0.5056
57.7382,1785919074.155078,B,4,0.7150,0.8133,1,0.1892,1.1200,0.5723
57.8172,1785919074.234042,B,4,0.6585,0.5267,0,0.2305,0.9493,0.5121
57.8959,1785919074.312861,B,4,0.6450,0.6133,0,0.2147,0.9963,0.5191
57.9739,1785919074.390846,B,4,0.6135,0.5400,0,0.2333,0.9945,0.5162
58.0375,1785919074.454421,B,4,0.5984,0.5633,0,0.2263,0.9530,0.5262
58.1149,1785919074.531808,B,4,0.6469,0.7600,0,0.2035,1.0769,0.5649
58.1949,1785919074.611798,B,4,0.5818,0.4300,0,0.2511,0.8733,0.4597
58.2731,1785919074.690055,B,4,0.5423,0.4500,0,0.2473,0.9025,0.4791
58.3528,1785919074.769688,B,4,0.4876,0.3600,0,0.2811,0.7579,0.4081
58.4310,1785919074.847930,B,4,0.5053,0.5467,0,0.2233,0.9376,0.4965
58.5088,1785919074.925708,B,4,0.4607,0.3567,0,0.2861,0.7699,0.4130
58.5868,1785919075.003771,B,4,0.4345,0.3733,0,0.2778,0.7961,0.4237
58.6668,1785919075.083733,B,4,0.4192,0.3833,0,0.2758,0.8105,0.4362
58.7442,1785919075.161080,B,4,0.4034,0.3667,0,0.2863,0.7920,0.4264
58.8242,1785919075.241379,B,4,0.3874,0.3500,0,0.2887,0.7477,0.4081
58.9021,1785919075.319010,B,4,0.3702,0.3300,0,0.3150,0.7310,0.3996
58.9802,1785919075.397133,B,4,0.3591,0.3333,0,0.3085,0.7101,0.3975
59.0595,1785919075.476446,B,4,0.3454,0.3133,0,0.3158,0.6785,0.3778
59.1396,1785919075.556577,B,4,0.3438,0.3400,0,0.2992,0.7051,0.3905
59.2188,1785919075.635714,B,4,0.3226,0.2733,0,0.3435,0.6308,0.3526
59.2961,1785919075.712995,B,4,0.3158,0.3000,0,0.3294,0.6378,0.3518
59.3751,1785919075.791955,B,4,0.3091,0.2933,0,0.3355,0.6457,0.3497
59.4531,1785919075.870002,B,4,0.3064,0.3000,0,0.3331,0.6361,0.3537
59.5331,1785919075.949984,B,4,0.2565,0.1400,0,0.3877,0.5362,0.2995
59.6100,1785919076.026856,B,4,0.2195,0.1333,0,0.3846,0.5074,0.2895
59.6889,1785919076.105805,B,4,0.1977,0.1467,0,0.3883,0.5343,0.3040
59.7671,1785919076.184026,B,4,0.1934,0.1833,0,0.3728,0.5292,0.2981
59.8463,1785919076.263450,B,4,0.2144,0.2633,0,0.3496,0.5988,0.3278
59.9243,1785919076.341238,B,4,0.1760,0.0867,0,0.3938,0.4918,0.2749
60.0043,1785919076.421166,B,4,0.1532,0.1000,0,0.3974,0.5120,0.2893
60.0823,1785919076.499188,B,4,0.1963,0.2967,0,0.3441,0.6200,0.3411
60.1613,1785919076.578152,B,4,0.1844,0.1567,0,0.3885,0.5518,0.2976
60.2403,1785919076.657193,B,4,0.1781,0.1633,0,0.3823,0.5390,0.2966
60.3178,1785919076.734653,B,4,0.1996,0.2500,0,0.3586,0.5766,0.3329
